ItemID,Item,Voice,CompQ,CompQOptCorrect,CompQOptIncorrect,Name1,Gender1,Pred1,PredType1,Name2,Gender2,Pred2,PredType2,S1SubjReversed,S2SubjReversed,Verb,NPBias,NPBiasCat,GenderBias,ContType,Filler,AdvP,Tense,VerbConj,Continuation,Author,CompQTarget,CompQBase,CompQOptCorrectBase,CompQOptIncorrectBase,ICPro,S1S2,S3,S4
132,"Brent likes to flirt. Bailey is a retiree. Brent and Bailey are neighbors. Bailey called Brent a while ago because she wanted to introduce him to her granddaughter, who was single and coming over for a visit.",MT,TRUE or FALSE: It's Bailey who called Brent.,TRUE,FALSE,Bailey,FEMALE,is a retiree,is_a,Brent,MALE,likes to flirt,likes_to,TRUE,TRUE,call,82,NP1,4,NP1,are neighbors,a while ago,past,called,"wanted to introduce him to her granddaughter, who was single and coming over for a visit.",EF,ICVerb,TRUE or FALSE: It's NAME1 who VERBCONJ NAME2.,TRUE,FALSE,she,Brent likes to flirt. Bailey is a retiree. ,Brent and Bailey are neighbors. ,"Bailey called Brent a while ago because she wanted to introduce him to her granddaughter, who was single and coming over for a visit."
133,Seth owns a bagpipe. Lauren owns a limousine. Seth and Lauren are siblings. Lauren called Seth the other day because she was hoping he would play at the grand opening of her new limo service.,CS,What does Lauren want Seth to do?,Play the bagpipe,Drive a limo,Lauren,FEMALE,owns a limousine,owns_a,Seth,MALE,owns a bagpipe,owns_a,TRUE,TRUE,call,82,NP1,4,NP1,are siblings,the other day,past,called,was hoping he would play at the grand opening of her new limo service.,EF,Continuation,What does NAME1 want NAME2 to do?,Play the bagpipe,Drive a limo,she,Seth owns a bagpipe. Lauren owns a limousine. ,Seth and Lauren are siblings. ,Lauren called Seth the other day because she was hoping he would play at the grand opening of her new limo service.
134,Kayla likes to paint. Mitchell is a paralegal. Mitchell and Kayla are roommates. Kayla called Mitchell in the morning because she wanted to warn him about a delivery of special paints that someone has to sign for.,NJ,Who likes to paint?,Kayla,Mitchell,Kayla,FEMALE,likes to paint,likes_to,Mitchell,MALE,is a paralegal,is_a,FALSE,TRUE,call,82,NP1,4,NP1,are roommates,in the morning,past,called,wanted to warn him about a delivery of special paints that someone has to sign for.,EF,Pred1,Who PRED1?,NAME1,NAME2,she,Kayla likes to paint. Mitchell is a paralegal. ,Mitchell and Kayla are roommates. ,Kayla called Mitchell in the morning because she wanted to warn him about a delivery of special paints that someone has to sign for.
135,Henry is an ophthalmologist. Stacey likes to paint. Henry and Stacey are married. Henry called Stacey at lunch because he wanted to tell her about an obnoxious patient he was dealing with all morning.,BL,Who likes to paint?,Stacey,Henry,Henry,MALE,is an ophthalmologist,is_a,Stacey,FEMALE,likes to paint,likes_to,FALSE,FALSE,call,82,NP1,4,NP1,are married,at lunch,past,called,wanted to tell her about an obnoxious patient he was dealing with all morning.,EF,Pred2,Who PRED2?,NAME2,NAME1,he,Henry is an ophthalmologist. Stacey likes to paint. ,Henry and Stacey are married. ,Henry called Stacey at lunch because he wanted to tell her about an obnoxious patient he was dealing with all morning.
136,Tyler likes to crochet. Amelia likes to read. Amelia and Tyler are siblings. Tyler called Amelia on Saturday because he planned to make her a scarf and needed to know her color preferences.,MT,Tyler ____________.,likes to crochet,likes to read,Tyler,MALE,likes to crochet,likes_to,Amelia,FEMALE,likes to read,likes_to,FALSE,TRUE,call,82,NP1,4,NP1,are siblings,on Saturday,past,called,planned to make her a scarf and needed to know her color preferences.,CS,Pred1,NAME1 ____________.,PRED1,PRED2,he,Tyler likes to crochet. Amelia likes to read. ,Amelia and Tyler are siblings. ,Tyler called Amelia on Saturday because he planned to make her a scarf and needed to know her color preferences.
137,Arnold is an actor. Amanda owns a limousine. Arnold and Amanda are close friends. Arnold called Amanda last week because he needed a listening ear after being berated by the theater director.,CS,Amanda ____________.,owns a limousine,is an actor,Arnold,MALE,is an actor,is_a,Amanda,FEMALE,owns a limousine,owns_a,FALSE,FALSE,call,82,NP1,4,NP1,are close friends,last week,past,called,needed a listening ear after being berated by the theater director.,CS,Pred2,NAME2 ____________.,PRED2,PRED1,he,Arnold is an actor. Amanda owns a limousine. ,Arnold and Amanda are close friends. ,Arnold called Amanda last week because he needed a listening ear after being berated by the theater director.
138,Gene owns a pub. Colleen is an ophthalmologist. Colleen and Gene are neighbors. Colleen called Gene the other day because she wanted to reserve the pub for an office holiday party.,NJ,Colleen and Gene ____________.,are neighbors,are divorced,Colleen,FEMALE,is an ophthalmologist,is_a,Gene,MALE,owns a pub,owns_a,TRUE,FALSE,call,82,NP1,4,NP1,are neighbors,the other day,past,called,wanted to reserve the pub for an office holiday party.,CS,Filler,NAME1 and NAME2 ____________.,FILLER,are divorced,she,Gene owns a pub. Colleen is an ophthalmologist. ,Colleen and Gene are neighbors. ,Colleen called Gene the other day because she wanted to reserve the pub for an office holiday party.
139,Franklin owns a treadmill. Brianna is a retiree. Brianna and Franklin are distantly related. Brianna called Franklin earlier this week because he was likely to have good fitness advice.,BL,TRUE or FALSE: It's Franklin who called Brianna.,FALSE,TRUE,Brianna,FEMALE,is a retiree,is_a,Franklin,MALE,owns a treadmill,owns_a,TRUE,FALSE,call,82,NP1,4,NP2,are distantly related,earlier this week,past,called,was likely to have good fitness advice.,CS,ICVerb,TRUE or FALSE: It's NAME2 who VERBCONJ NAME1.,FALSE,TRUE,he,Franklin owns a treadmill. Brianna is a retiree. ,Brianna and Franklin are distantly related. ,Brianna called Franklin earlier this week because he was likely to have good fitness advice.
140,Becky is a retiree. Albert owns a salamander. Albert and Becky are neighbors. Albert called Becky this morning because she had offered to feed his salamander while he was away on a business trip.,MT,Why did Becky offer to help Albert?,Because Becky is retired,Because Becky owns a salamander,Albert,MALE,owns a salamander,owns_a,Becky,FEMALE,is a retiree,is_a,TRUE,FALSE,call,82,NP1,4,NP2,are neighbors,this morning,past,called,had offered to feed his salamander while he was away on a business trip.,CS,Continuation,Why did NAME2 offer to help NAME1?,Because NAME2 is retired,Because NAME2 owns a salamander,she,Becky is a retiree. Albert owns a salamander. ,Albert and Becky are neighbors. ,Albert called Becky this morning because she had offered to feed his salamander while he was away on a business trip.
141,Marisa owns a salamander. Danny is a retiree. Danny and Marisa are cousins. Marisa apologized to Danny the other day because she brought the salamander over and accidentally set it loose.,CS,Who owns a salamander?,Marisa,Danny,Marisa,FEMALE,owns a salamander,owns_a,Danny,MALE,is a retiree,is_a,FALSE,TRUE,apologize_to,93,NP1,6,NP1,are cousins,the other day,past,apologized to,brought the salamander over and accidentally set it loose.,CS,Pred1,Who PRED1?,NAME1,NAME2,she,Marisa owns a salamander. Danny is a retiree. ,Danny and Marisa are cousins. ,Marisa apologized to Danny the other day because she brought the salamander over and accidentally set it loose.
142,Dean likes to read. Claudia owns a pub. Claudia and Dean are distantly related. Claudia apologized to Dean yesterday because she had casually insulted one of his favorite books.,NJ,Who likes to read?,Dean,Claudia,Claudia,FEMALE,owns a pub,owns_a,Dean,MALE,likes to read,likes_to,TRUE,FALSE,apologize_to,93,NP1,6,NP1,are distantly related,yesterday,past,apologized to,had casually insulted one of his favorite books.,CS,Pred2,Who PRED2?,NAME2,NAME1,she,Dean likes to read. Claudia owns a pub. ,Claudia and Dean are distantly related. ,Claudia apologized to Dean yesterday because she had casually insulted one of his favorite books.
143,Martha likes to sail. John likes to crochet. John and Martha are coworkers. John apologized to Martha last week because he had hopelessly mangled the hat he promised her and needed to start over.,BL,John ____________.,likes to crochet,likes to sail,John,MALE,likes to crochet,likes_to,Martha,FEMALE,likes to sail,likes_to,TRUE,FALSE,apologize_to,93,NP1,6,NP1,are coworkers,last week,past,apologized to,had hopelessly mangled the hat he promised her and needed to start over.,CS,Pred1,NAME1 ____________.,PRED1,PRED2,he,Martha likes to sail. John likes to crochet. ,John and Martha are coworkers. ,John apologized to Martha last week because he had hopelessly mangled the hat he promised her and needed to start over.
144,Chase owns a bagpipe. Lindsay likes to sail. Chase and Lindsay are roommates. Chase apologized to Lindsay this afternoon because he didn't realize he was practicing his bagpipe during her job interview.,MT,Lindsay ____________.,likes to sail,owns a bagpipe,Chase,MALE,owns a bagpipe,owns_a,Lindsay,FEMALE,likes to sail,likes_to,FALSE,FALSE,apologize_to,93,NP1,6,NP1,are roommates,this afternoon,past,apologized to,didn't realize he was practicing his bagpipe during her job interview.,CS,Pred2,NAME2 ____________.,PRED2,PRED1,he,Chase owns a bagpipe. Lindsay likes to sail. ,Chase and Lindsay are roommates. ,Chase apologized to Lindsay this afternoon because he didn't realize he was practicing his bagpipe during her job interview.
145,Tiffany is an ophthalmologist. Brendan is an actor. Brendan and Tiffany are close friends. Brendan apologized to Tiffany last month because he wasn't able to secure the tickets he had promised to the sold-out Broadway production.,CS,Brendan and Tiffany ____________.,are close friends,are acquaintances,Brendan,MALE,is an actor,is_a,Tiffany,FEMALE,is an ophthalmologist,is_a,TRUE,FALSE,apologize_to,93,NP1,6,NP1,are close friends,last month,past,apologized to,wasn't able to secure the tickets he had promised to the sold-out Broadway production.,CS,Filler,NAME1 and NAME2 ____________.,FILLER,are acquaintances,he,Tiffany is an ophthalmologist. Brendan is an actor. ,Brendan and Tiffany are close friends. ,Brendan apologized to Tiffany last month because he wasn't able to secure the tickets he had promised to the sold-out Broadway production.
146,"Daniel is a paralegal. Melanie is an actor. Daniel and Melanie are neighbors. Melanie apologized to Daniel this evening because she bumped into him in the hallway, knocking his briefcase open.",NJ,TRUE or FALSE: It's Melanie who apologized to Daniel.,TRUE,FALSE,Melanie,FEMALE,is an actor,is_a,Daniel,MALE,is a paralegal,is_a,TRUE,TRUE,apologize_to,93,NP1,6,NP1,are neighbors,this evening,past,apologized to,"bumped into him in the hallway, knocking his briefcase open.",CS,ICVerb,TRUE or FALSE: It's NAME1 who VERBCONJ NAME2.,TRUE,FALSE,she,Daniel is a paralegal. Melanie is an actor. ,Daniel and Melanie are neighbors. ,"Melanie apologized to Daniel this evening because she bumped into him in the hallway, knocking his briefcase open."
147,Madeline likes to paint. Oliver is a paralegal. Madeline and Oliver are engaged. Oliver apologized to Madeline at lunch because he had been too critical earlier of one of her paintings.,BL,What had Oliver criticized?,Madeline's painting,Madeline's paralegal work,Oliver,MALE,is a paralegal,is_a,Madeline,FEMALE,likes to paint,likes_to,TRUE,TRUE,apologize_to,93,NP1,6,NP1,are engaged,at lunch,past,apologized to,had been too critical earlier of one of her paintings.,CS,Continuation,What had NAME1 criticized?,NAME2's painting,NAME2's paralegal work,he,Madeline likes to paint. Oliver is a paralegal. ,Madeline and Oliver are engaged. ,Oliver apologized to Madeline at lunch because he had been too critical earlier of one of her paintings.
148,Trenton likes to flirt. Rachel owns a bagpipe. Rachel and Trenton are siblings. Rachel apologized to Trenton today because she had brought up an embarrassing childhood incident in front of someone he liked.,MT,Who owns a bagpipe?,Rachel,Trenton,Rachel,FEMALE,owns a bagpipe,owns_a,Trenton,MALE,likes to flirt,likes_to,TRUE,FALSE,apologize_to,93,NP1,6,NP1,are siblings,today,past,apologized to,had brought up an embarrassing childhood incident in front of someone he liked.,CS,Pred1,Who PRED1?,NAME1,NAME2,she,Trenton likes to flirt. Rachel owns a bagpipe. ,Rachel and Trenton are siblings. ,Rachel apologized to Trenton today because she had brought up an embarrassing childhood incident in front of someone he liked.
149,Allen owns a treadmill. Victoria likes to crochet. Allen and Victoria are dating. Allen apologized to Victoria recently because she had had a crochet project laid out on the treadmill when he turned it on this morning.,CS,Who likes to crochet?,Victoria,Allen,Allen,MALE,owns a treadmill,owns_a,Victoria,FEMALE,likes to crochet,likes_to,FALSE,FALSE,apologize_to,93,NP1,6,NP2,are dating,recently,past,apologized to,had had a crochet project laid out on the treadmill when he turned it on this morning.,CS,Pred2,Who PRED2?,NAME2,NAME1,she,Allen owns a treadmill. Victoria likes to crochet. ,Allen and Victoria are dating. ,Allen apologized to Victoria recently because she had had a crochet project laid out on the treadmill when he turned it on this morning.
150,Heather is a bellhop. Devon is a retiree. Heather and Devon are strangers. Heather apologized to Devon this morning because he was clearly crushed after she had yelled at him for jaywalking in front of her on her way to the hotel.,NJ,Heather ____________.,is a bellhop,is a retiree,Heather,FEMALE,is a bellhop,is_a,Devon,MALE,is a retiree,is_a,FALSE,FALSE,apologize_to,93,NP1,6,NP2,are strangers,this morning,past,apologized to,was clearly crushed after she had yelled at him for jaywalking in front of her on her way to the hotel.,CS,Pred1,NAME1 ____________.,PRED1,PRED2,he,Heather is a bellhop. Devon is a retiree. ,Heather and Devon are strangers. ,Heather apologized to Devon this morning because he was clearly crushed after she had yelled at him for jaywalking in front of her on her way to the hotel.
